"ID","Name","§130 StGB - Goldstandard","Result - Vanilla GPT-4o","Result - Vanilla GPT-o1","Result - Vanilla Deepseek V3","Result - Vanilla GPT OSS120b","Result - Vanilla Mistral Large","Result - Vanilla GPT5-mini","Result - CoT GPT 4o","Result - CoT GPT o1","Result - CoT Deepseek V3","Result - CoT GPT  OSS120b","Result - CoT Mistral Large","Result - CoT GPT5-mini","Result - RuleAI Deepseek V3","Result - RuleAI GPT OSS120b","Result RuleAI GPT5-mini","Result - RuleAI Mistral Large","Result - RuleAI GPT-4o","Result - RuleAI GPT-o1"
"852781","454_30033","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852782","455_50851","0","n","y","n","n","n","y","n","n","n","n","n","y","N","N","N","N","N","N"
"852783","456_50858","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852784","457_60039","0","n","n","y","n","y","y","y","n","y","n","n","n","N","N","N","N","N","N"
"852785","458_50148","0","y","y","y","y","y","y","y","y","y","y","n","y","N","N","N","N","N","N"
"852786","459_60078","0","y","y","y","y","y","y","y","y","y","y","y","y","N","N","N","N","N","N"
"852787","460_60015","0.5","n","y","y","y","n","y","y","y","n","y","n","y","Y","N","N","N","N","N"
"852788","461_30083","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852789","462_50107","0","y","n","y","n","y","n","n","n","n","n","n","y","N","N","N","N","N","N"
"852790","463_10092","0","n","y","y","y","y","y","y","y","y","n","n","y","Y","N","N","N","N","N"
"852791","464_50068","0","n","n","y","n","n","n","n","n","n","n","n","y","N","N","N","N","N","N"
"852792","465_50774","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852793","466_60072","0","n","n","y","n","n","n","y","n","n","n","n","y","N","N","N","N","N","N"
"852794","467_30058","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852795","468_30172","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852796","469_20016","0","y","y","y","y","y","y","y","y","y","y","y","y","N","N","N","N","N","N"
"852797","470_30081","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852798","471_50790","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852799","472_60001","0.5","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","Y","N","N"
"852800","473_10093","0","y","y","y","y","y","y","y","y","y","y","y","y","Y","Y","N","Y","Y","Y"
"852801","474_50913","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852802","475_10045","0","y","y","y","y","y","y","y","n","y","n","y","y","N","N","N","N","N","N"
"852803","476_50564","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852804","477_50108","0","n","y","y","n","n","n","n","n","n","n","n","n","N","N","Y","N","N","N"
"852805","478_50094","0.5","n","y","y","y","n","y","n","y","n","y","n","y","Y","N","N","N","N","N"
"852806","479_50508","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852807","480_30193","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852808","481_30130","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852809","482_50181","0","y","y","y","n","y","y","y","n","y","n","y","n","Y","N","N","N","N","N"
"852810","483_30241","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852811","484_30239","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852812","485_20026","1","y","y","y","y","y","y","y","y","y","y","n","y","Y","N","N","Y","Y","Y"
"852813","486_50776","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852814","487_50506","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852815","488_10155","0.5","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","Y","Y","Y"
"852816","489_30080","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852817","490_10034","0.5","y","y","y","y","y","y","y","y","y","y","y","y","Y","Y","N","N","Y","N"
"852818","491_50019","0","n","n","y","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852819","492_10020","1","n","y","y","y","n","y","y","y","y","y","n","y","Y","N","N","Y","Y","Y"
"852820","493_50109","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852821","494_10098","1","y","y","y","y","y","y","y","y","y","y","n","y","Y","N","N","Y","Y","Y"
"852822","495_30190","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852823","496_50060","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852824","497_50876","0","n","n","n","y","n","y","n","n","n","n","n","y","N","N","N","N","N","N"
"852825","498_50184","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852826","499_50519","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852827","500_60010","0.5","y","y","y","y","n","y","y","y","y","n","n","y","N","N","N","Y","N","N"
"852828","501_50866","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852829","502_10076","0","y","y","y","n","y","y","y","y","y","y","n","y","Y","N","N","N","N","Y"
"852830","503_50527","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852831","504_50515","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852832","505_60025","0","n","n","y","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852833","506_50143","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852834","507_50773","0","n","y","n","n","n","y","n","y","n","y","n","y","N","N","N","N","N","N"
"852835","508_10149","0.5","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","Y","Y","Y"
"852836","509_50808","0","n","n","y","n","n","n","y","n","n","n","n","y","N","N","N","N","N","N"
"852837","510_30091","0","n","n","y","n","n","n","n","n","n","y","n","n","N","N","Y","N","N","N"
"852838","511_30055","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852839","512_60068","0.5","y","y","y","y","y","y","y","y","y","y","y","y","Y","Y","Y","Y","Y","Y"
"852840","513_30088","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852841","514_10017","0.5","y","y","y","y","y","y","y","y","y","y","y","y","Y","Y","Y","Y","Y","Y"
"852842","515_50793","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852843","516_10127","0","n","n","n","n","n","n","n","n","n","n","n","n","Y","N","Y","N","Y","Y"
"852844","517_30153","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852845","518_60003","1","n","y","y","y","n","y","y","y","n","y","n","y","Y","N","N","N","N","N"
"852846","519_50524","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852847","520_30135","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852848","521_50783","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852849","522_30063","0","n","n","n","y","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852850","523_10014","1","y","y","y","y","y","y","y","y","n","n","n","y","N","N","N","N","N","N"
"852851","524_50807","0","y","y","n","y","y","y","y","y","n","y","n","y","Y","N","Y","N","N","N"
"852852","525_60005","0","y","n","y","y","y","n","y","n","y","n","y","y","N","N","N","N","N","N"
"852853","526_60024","0.5","y","n","n","n","n","y","y","y","n","y","n","y","N","N","N","N","N","N"
"852854","527_50179","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852855","528_30004","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852856","529_50919","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852857","530_60073","0.5","y","y","y","y","y","y","y","y","y","y","n","y","Y","N","N","N","Y","Y"
"852858","531_60045","0.5","y","y","y","y","y","y","y","y","y","y","n","y","Y","N","N","Y","Y","Y"
"852859","532_50918","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852860","533_50825","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852861","534_30146","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852862","535_60047","0","n","n","y","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852863","536_50032","0","n","y","n","n","n","y","n","y","n","y","n","y","N","Y","N","N","N","N"
"852864","537_30206","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852865","538_10080","0","y","y","y","y","y","y","y","y","y","n","y","y","N","N","N","N","N","N"
"852866","539_50555","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852867","540_50923","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852868","541_50135","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852869","542_50826","0.5","n","y","n","y","n","n","n","y","n","y","n","n","N","Y","N","Y","N","N"
"852870","543_60004","0","y","n","y","y","y","n","y","n","y","n","n","y","N","N","N","N","N","N"
"852871","544_30161","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852872","545_30110","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852873","546_50845","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852874","547_50833","0","n","y","n","n","n","y","n","n","n","y","n","y","N","N","N","N","N","N"
"852875","548_20031","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852876","549_20075","0","y","y","y","y","y","y","y","y","y","y","n","y","N","N","N","N","N","N"
"852877","550_10067","0","n","n","n","y","y","n","y","n","n","n","n","n","N","N","N","N","N","N"
"852878","551_50174","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852879","552_20003","0.5","y","y","n","y","y","y","y","y","y","y","n","y","N","N","N","Y","N","N"
"852880","553_30158","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852881","554_10153","0","n","y","y","n","y","y","y","n","n","y","y","y","N","N","N","N","N","N"
"852882","555_10118","0","y","y","y","y","y","y","y","y","y","n","y","y","Y","N","N","N","Y","N"
"852883","556_20071","0","y","y","y","y","y","y","y","y","y","y","y","y","N","N","N","N","N","N"
"852884","557_30017","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852885","558_50832","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852886","559_50183","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852887","560_30092","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852888","561_50028","0","n","n","y","n","y","n","y","n","n","n","n","n","N","N","N","N","N","N"
"852889","562_30215","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852890","563_30168","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852891","564_30026","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852892","565_30152","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852893","566_20027","0.5","y","y","y","y","y","n","y","y","y","n","y","n","N","N","N","N","N","N"
"852894","567_50113","0","n","n","y","n","y","n","n","n","y","n","n","n","N","N","N","N","N","N"
"852895","568_50127","0","n","n","y","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852896","569_50105","0","y","n","n","n","n","n","y","n","n","n","n","n","N","N","N","N","N","N"
"852897","570_30187","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852898","571_60053","0","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","N","Y","Y"
"852899","572_30227","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852900","573_50863","0","n","n","n","n","n","y","n","n","n","y","n","n","N","N","N","N","N","N"
"852901","574_50843","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852902","575_50874","0","n","y","y","y","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852903","576_50119","0","n","y","n","n","n","y","n","n","n","n","n","y","Y","N","N","N","N","N"
"852904","577_50856","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852905","578_20068","0","y","y","y","y","n","y","y","y","y","y","n","y","Y","N","N","Y","Y","N"
"852906","579_10028","0","y","y","y","y","y","y","y","y","y","y","n","y","Y","N","N","N","N","N"
"852907","580_50102","0","n","n","y","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852908","581_50829","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852909","582_50924","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852910","583_10123","0","n","y","y","n","n","n","y","y","n","n","n","n","N","N","N","N","N","N"
"852911","584_60038","0.5","y","y","y","n","y","y","y","n","y","n","y","y","N","N","N","N","N","N"
"852912","585_10068","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","Y","N","Y","Y","Y"
"852913","586_30041","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852914","587_50054","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852915","588_20072","0","y","n","y","y","y","n","y","n","y","n","y","n","N","N","N","N","N","N"
"852916","589_10121","0","y","y","y","y","n","y","y","y","y","n","n","y","Y","N","N","N","N","N"
"852917","590_10146","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","Y","N","Y","Y","Y"
"852918","591_50012","0","n","y","y","y","y","y","n","y","n","n","n","y","Y","N","N","N","N","N"
"852919","592_30226","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852920","593_50539","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852921","594_50083","0.5","n","y","y","y","n","y","n","y","n","y","y","y","N","N","N","Y","N","N"
"852922","595_30085","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852923","596_50023","0.5","n","y","y","y","y","y","y","y","y","y","n","y","Y","N","N","N","N","N"
"852924","597_10038","0.5","y","y","y","y","y","y","y","y","y","y","y","y","Y","Y","N","Y","Y","Y"
"852925","598_50840","0","n","y","n","y","n","y","n","y","n","y","n","y","N","N","N","N","N","N"
"852926","599_50530","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852927","600_50559","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852928","601_50190","0.5","y","y","y","y","y","y","y","y","y","y","n","y","Y","N","N","Y","N","N"
"852929","602_50827","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852930","603_20062","0.5","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","Y","Y","Y"
"852931","604_30051","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852932","605_30208","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852933","606_50136","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852934","607_30245","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852935","608_60058","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852936","609_30015","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852937","610_10089","1","n","y","y","y","y","y","y","y","y","y","n","y","Y","Y","N","Y","Y","Y"
"852938","611_30086","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852939","612_50902","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852940","613_30071","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852941","614_20042","0","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","N","Y","N"
"852942","615_50548","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852943","616_50090","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852944","617_30103","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852945","618_50137","0.5","y","y","n","y","y","y","y","y","n","y","n","y","Y","Y","N","Y","Y","Y"
"852946","619_50927","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852947","620_20013","0.5","y","y","y","y","y","n","y","y","y","y","y","y","Y","N","N","N","N","N"
"852948","621_50189","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852949","622_50502","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852950","623_50138","0","n","n","y","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852951","624_10120","0","y","y","y","n","y","y","y","y","y","n","y","n","N","N","N","N","N","N"
"852952","625_20010","0","y","y","n","y","n","y","y","y","y","y","y","n","N","N","N","N","N","N"
"852953","626_30069","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852954","627_50064","0.5","n","n","y","n","y","n","n","n","y","n","n","y","Y","N","N","N","N","N"
"852955","628_50104","0","n","n","y","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852956","629_30204","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852957","630_50073","0","n","n","y","n","y","n","n","n","y","n","n","y","N","N","N","N","N","N"
"852958","631_10059","0","y","n","y","n","y","n","y","y","y","y","n","y","N","N","N","N","N","N"
"852959","632_30181","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852960","633_60037","0","n","n","n","y","n","n","n","n","n","y","n","y","N","N","N","N","N","N"
"852961","634_50193","1","y","y","y","y","n","y","y","y","y","y","n","y","Y","N","N","Y","Y","Y"
"852962","635_50055","0","n","n","n","n","n","n","n","n","n","n","n","y","N","N","N","N","N","N"
"852963","636_50542","0","n","n","y","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852964","637_20007","0","n","y","n","n","n","n","y","n","n","n","n","n","N","N","N","N","N","N"
"852965","638_50177","0","n","n","n","n","n","n","y","n","n","n","n","y","N","N","N","N","N","N"
"852966","639_20067","0","y","y","y","y","n","y","y","y","n","y","n","y","N","N","N","Y","N","N"
"852967","640_50784","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852968","641_20045","1","y","y","y","y","y","y","y","y","y","y","n","y","Y","N","Y","Y","Y","Y"
"852969","642_60079","0.5","y","y","y","y","y","y","y","y","y","y","n","y","Y","N","N","N","Y","Y"
"852970","643_50543","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852971","644_30212","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852972","645_30207","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852973","646_30150","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852974","647_50771","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852975","648_50899","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852976","649_50076","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852977","650_30106","0","n","n","n","n","n","y","n","n","n","n","n","y","N","N","N","N","N","N"
"852978","651_60026","0","y","y","n","n","n","y","y","y","n","y","n","y","N","N","N","N","N","N"
"852979","652_50870","0.5","n","n","n","n","n","n","n","n","n","y","n","n","N","N","N","N","N","N"
"852980","653_30098","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852981","654_50518","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852982","655_50558","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852983","656_30143","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852984","657_50818","0","n","n","n","y","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852985","658_50006","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852986","659_10072","0.5","y","y","y","y","y","y","y","y","y","y","n","y","Y","Y","N","Y","Y","Y"
"852987","660_20074","0","y","n","y","n","y","y","y","n","y","n","n","y","N","N","N","N","N","N"
"852988","661_50025","0","n","n","n","y","n","y","n","n","n","n","n","y","N","N","N","N","N","N"
"852989","662_30064","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852990","663_50130","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852991","664_20061","0","y","y","y","y","y","y","y","y","y","y","y","y","N","N","N","N","N","N"
"852992","665_10138","0","n","n","n","n","n","n","n","n","n","n","n","y","N","N","N","N","N","N"
"852993","666_10135","0","n","n","n","n","n","y","n","n","n","n","n","y","N","N","N","N","N","N"
"852994","667_30157","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852995","668_10115","0","n","n","n","n","n","n","n","n","n","n","n","y","N","N","N","N","N","N"
"852996","669_10009","0.5","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","Y","Y","Y"
"852997","670_30094","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"852998","671_10126","0","n","n","n","n","n","n","n","n","n","y","n","y","N","N","N","N","N","N"
"852999","672_50782","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853000","673_30154","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853001","674_10104","0","n","y","y","y","n","y","n","y","n","y","n","y","N","N","N","N","N","N"
"853002","675_10054","0","y","n","n","n","y","n","n","n","n","y","n","y","N","N","N","N","N","N"
"853003","676_50196","0","y","n","y","n","y","n","n","n","y","n","n","y","Y","N","N","N","N","N"
"853004","677_10087","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","Y","Y","Y"
"853005","678_60064","0.5","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","N","N","N"
"853006","679_50535","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853007","680_10044","0","n","n","y","y","n","n","n","n","n","n","n","y","N","N","N","N","N","N"
"853008","681_50905","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853009","682_10106","1","y","y","y","n","y","y","y","y","y","n","y","y","N","N","N","Y","Y","Y"
"853010","683_30120","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853011","684_30214","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853012","685_60033","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853013","686_60054","1","y","y","y","y","y","y","y","y","y","y","n","y","N","N","N","Y","N","N"
"853014","687_50017","0","n","n","y","n","n","y","n","n","n","n","n","n","N","N","N","N","N","N"
"853015","688_50911","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853016","689_50041","0","y","y","n","y","n","y","n","y","n","y","n","y","N","N","N","N","N","N"
"853017","690_50140","1","y","y","y","n","n","y","y","y","n","y","n","y","N","N","N","N","N","N"
"853018","691_50547","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853019","692_30014","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853020","693_50844","0.5","n","y","n","n","n","y","n","n","n","n","n","n","N","N","N","N","N","N"
"853021","694_50811","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853022","695_30183","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853023","696_10150","0","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","N","N","N"
"853024","697_20083","0","y","y","y","y","y","y","y","y","y","y","y","y","N","N","N","N","N","N"
"853025","698_10060","0","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","N","N","Y"
"853026","699_50182","0","n","n","n","n","n","n","n","n","n","n","n","y","N","N","N","N","N","N"
"853027","700_30012","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853028","701_30137","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853029","702_50817","0","n","n","n","y","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853030","703_50493","0","n","n","n","n","y","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853031","704_30011","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853032","705_50097","0","n","y","n","n","n","y","n","n","n","n","n","y","N","N","N","N","N","N"
"853033","706_10082","0","y","y","y","y","y","y","y","y","y","y","y","y","N","N","N","N","N","N"
"853034","707_60022","0.5","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","Y","Y","N","N"
"853035","708_10081","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","Y","Y","Y","Y","Y"
"853036","709_50529","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853037","710_30006","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853038","711_50563","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853039","712_50545","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853040","713_20081","0.5","y","y","y","y","y","y","y","y","y","y","n","y","Y","N","N","Y","Y","Y"
"853041","714_50037","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853042","715_50075","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853043","716_50814","0","n","y","y","n","n","y","n","n","n","y","n","n","N","N","N","N","N","N"
"853044","717_10066","0","y","y","n","y","n","y","y","y","n","y","n","y","N","N","N","N","N","N"
"853045","718_50865","0.5","n","y","y","y","n","y","y","y","n","y","n","y","Y","N","N","N","N","N"
"853046","719_20038","0","y","y","y","y","y","y","y","y","y","y","y","y","N","N","N","N","N","N"
"853047","720_50122","0.5","n","y","n","y","n","y","y","y","n","y","n","y","Y","N","Y","Y","N","N"
"853048","721_30177","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853049","722_30140","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853050","723_60052","0","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","N","N","N"
"853051","724_10002","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","Y","N","Y","Y","Y"
"853052","725_10000","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","Y","N","Y","Y","Y"
"853053","726_50053","0","y","n","y","n","y","n","y","n","n","n","n","n","N","N","N","N","N","N"
"853054","727_60029","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","Y","Y","Y"
"853055","728_50066","0.5","n","y","y","y","n","y","y","y","y","y","n","y","Y","N","N","N","N","N"
"853056","729_30096","0","n","y","n","y","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853057","730_10083","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","Y","Y","Y"
"853058","731_50191","0","n","n","y","y","y","y","n","n","n","n","n","y","Y","N","N","N","N","N"
"853059","732_50521","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853060","733_10100","0.5","n","y","n","n","n","y","y","y","n","y","n","y","N","N","N","N","N","N"
